customer_id,gender,senior_citizen,tenure,contract_type,monthly_charges,total_charges,internet_service,streaming,security,tech_support,churn,tenure_group,high_monthly_charge,service_count,is_monthly_contract,churn_probability,risk_level,value_level,segment,recommended_action
5370-IIVVL,Male,0,37,One year,104.5,3778.0,,1.0,0.0,1.0,0,24+,1,2.0,0,0.14625542095069594,Low,High,Low Risk - High Value,Thank-you benefits
6789-HJBWG,Female,0,12,Month-to-month,49.4,611.65,,0.0,0.0,0.0,0,6-12,0,0.0,1,0.3064908585181138,Medium,Low,Medium Risk - Low Value,
3927-NLNRY,Male,0,53,One year,94.25,4867.95,,1.0,0.0,0.0,1,24+,1,1.0,0,0.10722175065580153,Low,High,Low Risk - High Value,Thank-you benefits
9087-EYCPR,Female,0,60,Two year,25.0,1505.05,0.0,,,,0,24+,0,0.0,0,0.02799313257844335,Low,Low,Low Risk - Low Value,No immediate action
6791-YBNAK,Male,0,18,Month-to-month,25.55,467.85,,0.0,0.0,0.0,0,12-24,0,0.0,1,0.27093137634265824,Low,Low,Low Risk - Low Value,No immediate action
6358-LYNGM,Male,0,1,Month-to-month,74.9,74.9,,0.0,0.0,0.0,1,0-6,1,0.0,1,0.697195641935318,High,High,High Risk - High Value,Personal call + customized discount
6077-BDPXA,Female,0,3,Month-to-month,70.15,194.2,,0.0,0.0,0.0,0,0-6,0,0.0,1,0.36433734752185404,Medium,Low,Medium Risk - Low Value,
0013-MHZWF,Female,0,9,Month-to-month,69.4,571.45,,1.0,0.0,1.0,0,6-12,0,2.0,1,0.2800941396164213,Low,Low,Low Risk - Low Value,No immediate action
5494-HECPR,Female,0,1,Month-to-month,80.25,80.25,,1.0,0.0,0.0,1,0-6,1,1.0,1,0.6741331094298597,High,High,High Risk - High Value,Personal call + customized discount
8268-YDIXR,Male,0,56,One year,93.15,5253.95,,0.0,1.0,0.0,0,24+,1,1.0,0,0.09920386375470171,Low,High,Low Risk - High Value,Thank-you benefits
9824-BEMCV,Male,0,17,Month-to-month,69.0,1149.65,,0.0,0.0,0.0,1,12-24,0,0.0,1,0.2766750885529214,Low,Low,Low Risk - Low Value,No immediate action
1373-ORVIZ,Female,0,11,Month-to-month,66.35,740.8,,0.0,0.0,1.0,1,6-12,0,1.0,1,0.29013480826329285,Low,Low,Low Risk - Low Value,No immediate action
4291-SHSBH,Male,0,7,Month-to-month,69.55,521.35,,0.0,0.0,0.0,0,6-12,0,0.0,1,0.33801820039754427,Medium,Low,Medium Risk - Low Value,
6980-IMXXE,Female,0,69,Two year,20.2,1412.65,0.0,,,,0,,0,0.0,0,0.021723613998666087,Low,Low,Low Risk - Low Value,No immediate action
9866-QEVEE,Male,0,19,Month-to-month,86.0,1532.45,,0.0,0.0,0.0,1,12-24,1,0.0,1,0.5778617373916257,Medium,High,Medium Risk - High Value,Loyalty reward
9897-KXHCM,Female,0,3,Month-to-month,80.3,250.05,,0.0,0.0,0.0,1,0-6,1,0.0,1,0.6848613871756425,High,High,High Risk - High Value,Personal call + customized discount
0040-HALCW,Male,0,54,Two year,20.4,1090.6,0.0,,,,0,24+,0,0.0,0,0.03311549187191302,Low,Low,Low Risk - Low Value,No immediate action
0784-GTUUK,Male,0,62,One year,23.75,1446.8,0.0,,,,0,,0,0.0,0,0.02646324158916821,Low,Low,Low Risk - Low Value,No immediate action
7979-CORPM,Male,0,24,Month-to-month,90.55,2282.55,,1.0,0.0,0.0,1,12-24,1,1.0,1,0.5156256629464928,Medium,High,Medium Risk - High Value,Loyalty reward
2294-DMMUS,Female,0,62,Month-to-month,70.45,4300.45,,1.0,0.0,0.0,0,,1,1.0,1,0.26207584813662144,Low,High,Low Risk - High Value,Thank-you benefits
0872-JCPIB,Male,0,17,Month-to-month,65.75,1111.2,,0.0,1.0,0.0,0,12-24,0,1.0,1,0.2557731044144349,Low,Low,Low Risk - Low Value,No immediate action
3055-MJDSB,Male,0,9,Month-to-month,24.6,190.1,,0.0,0.0,0.0,0,6-12,0,0.0,1,0.3252136899146767,Medium,Low,Medium Risk - Low Value,
9091-WTUUY,Male,0,64,Two year,69.25,4447.75,,1.0,1.0,1.0,0,,0,3.0,0,0.01826964311592554,Low,Low,Low Risk - Low Value,No immediate action
1618-CFHME,Female,0,2,Month-to-month,75.9,143.35,,0.0,0.0,0.0,1,0-6,1,0.0,1,0.6910625506926343,High,High,High Risk - High Value,Personal call + customized discount
3165-HDOEW,Male,0,1,Month-to-month,45.85,45.85,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
6581-NQCBA,Female,0,16,Month-to-month,49.95,810.2,,1.0,0.0,1.0,1,12-24,0,2.0,1,0.24118236436709553,Low,Low,Low Risk - Low Value,No immediate action
7115-IRDHS,Female,0,72,Two year,24.65,1830.05,0.0,,,,0,,0,0.0,0,0.019956241626521848,Low,Low,Low Risk - Low Value,No immediate action
8496-DMZUK,Male,0,30,One year,90.4,2820.65,,0.0,1.0,0.0,0,24+,1,1.0,0,0.18922964541909543,Low,High,Low Risk - High Value,Thank-you benefits
2040-VZIKE,Female,0,49,Month-to-month,100.85,4847.35,,1.0,1.0,0.0,0,24+,1,2.0,1,0.31719157641280166,Medium,High,Medium Risk - High Value,Loyalty reward
9068-VPWQQ,Male,0,61,Two year,75.35,4729.3,,0.0,1.0,1.0,0,,1,2.0,0,0.0788859495853973,Low,High,Low Risk - High Value,Thank-you benefits
0178-SZBHO,Male,0,47,Month-to-month,87.2,4017.45,,1.0,0.0,0.0,0,24+,1,1.0,1,0.3539108222221873,Medium,High,Medium Risk - High Value,Loyalty reward
0384-RVBPI,Male,0,20,Month-to-month,64.4,1398.6,,0.0,1.0,0.0,0,12-24,0,1.0,1,0.2396283551289847,Low,Low,Low Risk - Low Value,No immediate action
1689-MRZQR,Male,0,34,Month-to-month,78.3,2564.3,,1.0,0.0,0.0,1,24+,1,1.0,1,0.443652048498701,Medium,High,Medium Risk - High Value,Loyalty reward
1299-AURJA,Female,0,70,Two year,24.7,1685.9,0.0,,,,0,,0,0.0,0,0.021118110612241354,Low,Low,Low Risk - Low Value,No immediate action
4525-VZCZG,Male,0,54,One year,105.85,5826.65,,1.0,1.0,1.0,0,24+,1,3.0,0,0.086084570979911,Low,High,Low Risk - High Value,Thank-you benefits
1543-LLLFT,Male,1,61,One year,98.3,6066.55,,1.0,0.0,1.0,0,,1,2.0,0,0.0788859495853973,Low,High,Low Risk - High Value,Thank-you benefits
5835-BEQEU,Male,0,3,Month-to-month,76.95,228.4,,0.0,0.0,0.0,1,0-6,1,0.0,1,0.6848613871756425,High,High,High Risk - High Value,Personal call + customized discount
2788-CJQAQ,Male,0,13,One year,19.45,270.2,0.0,,,,0,12-24,0,0.0,0,0.10068062486845507,Low,Low,Low Risk - Low Value,No immediate action
5565-FILXA,Female,1,16,Month-to-month,96.15,1529.2,,1.0,0.0,0.0,1,12-24,1,1.0,1,0.5728831363837719,Medium,High,Medium Risk - High Value,Loyalty reward
0319-QZTCO,Female,0,3,Month-to-month,58.7,168.6,,1.0,0.0,0.0,0,0-6,0,1.0,1,0.33992502754057796,Medium,Low,Medium Risk - Low Value,
2120-SMPEX,Male,0,25,Month-to-month,20.15,536.35,0.0,,,,0,24+,0,0.0,1,0.23288075173985212,Low,Low,Low Risk - Low Value,No immediate action
0096-FCPUF,Male,0,30,Month-to-month,64.5,1888.45,,0.0,1.0,0.0,0,24+,0,1.0,1,0.1909893431163483,Low,Low,Low Risk - Low Value,No immediate action
0668-OGMHD,Female,0,21,Month-to-month,28.5,629.35,,0.0,1.0,0.0,0,12-24,0,1.0,1,0.23440449200767857,Low,Low,Low Risk - Low Value,No immediate action
5552-ZNFSJ,Male,0,1,Month-to-month,45.3,45.3,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
8272-ONJLV,Male,0,12,One year,95.7,1184.0,,1.0,0.0,0.0,0,6-12,1,1.0,0,0.281902091771602,Low,High,Low Risk - High Value,Thank-you benefits
2223-KAGMX,Female,0,15,Month-to-month,19.4,289.3,0.0,,,,1,12-24,0,0.0,1,0.28838525605083826,Low,Low,Low Risk - Low Value,No immediate action
6507-ZJSUR,Male,1,23,Month-to-month,90.45,2117.25,,1.0,0.0,0.0,0,12-24,1,1.0,1,0.5228367617662076,Medium,High,Medium Risk - High Value,Loyalty reward
9408-HRXRK,Female,0,45,Month-to-month,105.15,4730.9,,1.0,1.0,0.0,0,24+,1,2.0,1,0.34272866416541814,Medium,High,Medium Risk - High Value,Loyalty reward
5593-SUAOO,Female,0,24,One year,83.15,2033.05,,0.0,0.0,0.0,0,12-24,1,0.0,0,0.23601421244853393,Low,High,Low Risk - High Value,Thank-you benefits
7321-PKUYW,Female,0,11,Month-to-month,90.15,987.95,,1.0,0.0,1.0,1,6-12,1,2.0,1,0.5820079520161757,Medium,High,Medium Risk - High Value,Loyalty reward
2833-SLKDQ,Male,0,1,Month-to-month,45.05,45.05,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
6766-HFKLA,Female,0,56,Two year,103.2,5744.35,,1.0,0.0,1.0,0,24+,1,2.0,0,0.09004033334417716,Low,High,Low Risk - High Value,Thank-you benefits
7595-EUIVN,Female,0,1,Month-to-month,75.8,75.8,,0.0,0.0,0.0,1,0-6,1,0.0,1,0.697195641935318,High,High,High Risk - High Value,Personal call + customized discount
7617-EYGLW,Male,0,1,Month-to-month,19.45,19.45,0.0,,,,0,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
2026-TGDHM,Female,0,7,Month-to-month,79.3,523.15,,0.0,0.0,0.0,1,6-12,1,0.0,1,0.659407137852051,High,High,High Risk - High Value,Personal call + customized discount
9220-ZNKJI,Female,1,55,Two year,88.8,4805.3,,1.0,0.0,1.0,0,24+,1,2.0,0,0.09243538340501126,Low,High,Low Risk - High Value,Thank-you benefits
4030-VPZBD,Female,0,2,Month-to-month,30.9,59.05,,0.0,0.0,1.0,1,0-6,0,1.0,1,0.3464363763225262,Medium,Low,Medium Risk - Low Value,
2226-ICFDO,Female,0,72,Two year,85.9,6110.75,,1.0,1.0,1.0,0,,1,3.0,0,0.05303122362252519,Low,High,Low Risk - High Value,Thank-you benefits
0723-VSOBE,Female,1,45,One year,34.2,1596.6,,0.0,0.0,0.0,0,24+,0,0.0,0,0.0425298182606698,Low,Low,Low Risk - Low Value,No immediate action
5529-GIBVH,Female,0,47,Two year,20.15,1046.2,0.0,,,,0,24+,0,0.0,0,0.04023835156117216,Low,Low,Low Risk - Low Value,No immediate action
4187-CINZD,Female,1,46,One year,95.25,4424.2,,1.0,0.0,0.0,1,24+,1,1.0,0,0.1281712603321854,Low,High,Low Risk - High Value,Thank-you benefits
9992-UJOEL,Male,0,2,Month-to-month,50.3,92.75,,0.0,0.0,0.0,0,0-6,0,0.0,1,0.3710534509607385,Medium,Low,Medium Risk - Low Value,
4741-WWJQZ,Female,0,2,Month-to-month,80.15,194.55,,0.0,1.0,1.0,0,0-6,1,2.0,1,0.6435969469919323,High,High,High Risk - High Value,Personal call + customized discount
6625-UTXEW,Female,0,12,Month-to-month,51.25,612.1,,0.0,0.0,0.0,0,6-12,0,0.0,1,0.3064908585181138,Medium,Low,Medium Risk - Low Value,
6818-WOBHJ,Female,1,68,Month-to-month,89.6,6127.6,,0.0,0.0,0.0,1,,1,0.0,1,0.24946037970214374,Low,High,Low Risk - High Value,Thank-you benefits
6244-BESBM,Male,0,69,Two year,95.2,6671.7,,1.0,0.0,1.0,0,,1,2.0,0,0.06364452975065471,Low,High,Low Risk - High Value,Thank-you benefits
1004-NOZNR,Male,1,56,One year,94.8,5264.3,,1.0,1.0,0.0,0,24+,1,2.0,0,0.09004033334417716,Low,High,Low Risk - High Value,Thank-you benefits
1251-STYSZ,Female,1,4,Month-to-month,80.25,303.7,,0.0,1.0,0.0,0,0-6,1,1.0,1,0.6548157789333973,High,High,High Risk - High Value,Personal call + customized discount
2612-PHGOX,Male,0,64,Two year,76.1,4818.8,,1.0,0.0,1.0,0,,1,2.0,0,0.07281415644583732,Low,High,Low Risk - High Value,Thank-you benefits
2408-TZMJL,Male,0,59,One year,110.15,6448.05,,1.0,1.0,0.0,1,24+,1,2.0,0,0.08318753231809002,Low,High,Low Risk - High Value,Thank-you benefits
8480-PPONV,Male,0,62,Two year,115.55,7159.05,,1.0,1.0,1.0,0,,1,3.0,0,0.06955734568093384,Low,High,Low Risk - High Value,Thank-you benefits
8780-IHCRN,Male,0,63,Two year,24.65,1574.5,0.0,,,,0,,0,0.0,0,0.025729104820410346,Low,Low,Low Risk - Low Value,No immediate action
4598-ZADCK,Female,0,53,One year,53.6,2879.2,,1.0,1.0,1.0,0,24+,0,3.0,0,0.02493305071535078,Low,Low,Low Risk - Low Value,No immediate action
1257-SXUXQ,Male,0,5,Month-to-month,19.45,86.05,0.0,,,,0,0-6,0,0.0,1,0.3510645701538416,Medium,Low,Medium Risk - Low Value,
9681-KYGYB,Male,1,49,Month-to-month,88.2,4159.45,,0.0,1.0,0.0,0,24+,1,1.0,1,0.3408142302195204,Medium,High,Medium Risk - High Value,Loyalty reward
7182-OVLBJ,Female,0,62,Two year,101.15,6638.35,,1.0,1.0,0.0,0,,1,2.0,0,0.07681225930584754,Low,High,Low Risk - High Value,Thank-you benefits
5095-ETBRJ,Female,0,55,Two year,56.8,3112.05,,0.0,1.0,1.0,0,24+,0,2.0,0,0.02615920780777942,Low,Low,Low Risk - Low Value,No immediate action
7005-CYUIL,Female,1,71,Two year,99.4,7168.25,,1.0,1.0,1.0,0,,1,3.0,0,0.05450080201687466,Low,High,Low Risk - High Value,Thank-you benefits
4821-WQOYN,Female,0,72,Two year,20.1,1326.25,0.0,,,,0,,0,0.0,0,0.019956241626521848,Low,Low,Low Risk - Low Value,No immediate action
4730-AWNAU,Male,0,36,One year,60.7,2234.55,,1.0,1.0,1.0,0,24+,0,3.0,0,0.04010888046520805,Low,Low,Low Risk - Low Value,No immediate action
3452-FLHYD,Male,0,25,One year,20.95,495.15,0.0,,,,0,24+,0,0.0,0,0.07334979388055479,Low,Low,Low Risk - Low Value,No immediate action
2388-LAESQ,Female,1,72,Two year,114.85,8317.95,,1.0,1.0,1.0,0,,1,3.0,0,0.05303122362252519,Low,High,Low Risk - High Value,Thank-you benefits
9531-NSBMR,Female,0,36,One year,19.25,679.8,0.0,,,,0,24+,0,0.0,0,0.05446974711369286,Low,Low,Low Risk - Low Value,No immediate action
6260-ONULR,Male,0,1,Month-to-month,62.8,62.8,,1.0,0.0,0.0,0,0-6,0,1.0,1,0.35300574832124104,Medium,Low,Medium Risk - Low Value,
4389-UEFCZ,Female,0,72,Two year,105.5,7544.0,,1.0,1.0,0.0,0,,1,2.0,0,0.05867113449586433,Low,High,Low Risk - High Value,Thank-you benefits
8711-LOBKY,Male,0,59,Two year,19.85,1188.25,0.0,,,,0,24+,0,0.0,0,0.028789960620946613,Low,Low,Low Risk - Low Value,No immediate action
9134-CEQMF,Male,1,7,Month-to-month,89.5,676.7,,1.0,0.0,0.0,1,6-12,1,1.0,1,0.6349733793528034,High,High,High Risk - High Value,Personal call + customized discount
8985-OOPOS,Female,0,1,One year,74.1,74.1,,1.0,0.0,1.0,0,0-6,1,2.0,0,0.32644181029488367,Medium,High,Medium Risk - High Value,Loyalty reward
8800-ZKRFW,Female,0,30,Month-to-month,107.5,3242.5,,1.0,0.0,1.0,0,24+,1,2.0,1,0.4457535195362635,Medium,High,Medium Risk - High Value,Loyalty reward
2616-FLVQC,Male,0,64,Two year,19.55,1240.15,0.0,,,,0,,0,0.0,0,0.025014810988059542,Low,Low,Low Risk - Low Value,No immediate action
9968-FFVVH,Male,0,63,One year,68.8,4111.35,,0.0,1.0,1.0,0,,0,2.0,0,0.02087416983388805,Low,Low,Low Risk - Low Value,No immediate action
3108-PCCGG,Male,1,72,Two year,84.45,5899.85,,1.0,1.0,0.0,0,,1,2.0,0,0.05867113449586433,Low,High,Low Risk - High Value,Thank-you benefits
7993-PYKOF,Male,0,8,Month-to-month,75.0,632.95,,0.0,1.0,0.0,1,6-12,1,1.0,1,0.6282520006785937,High,High,High Risk - High Value,Personal call + customized discount
8390-FESFV,Female,0,62,Two year,84.5,5193.2,,1.0,0.0,1.0,0,,1,2.0,0,0.07681225930584754,Low,High,Low Risk - High Value,Thank-you benefits
3022-BEXHZ,Male,0,67,Two year,111.2,7530.8,,1.0,0.0,1.0,0,,1,2.0,0,0.06717562214105152,Low,High,Low Risk - High Value,Thank-you benefits
5027-XWQHA,Male,0,6,Month-to-month,44.75,270.95,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.34451208726750715,Medium,Low,Medium Risk - Low Value,
6248-TKCQV,Female,0,70,Two year,80.6,5460.2,,1.0,1.0,1.0,0,,1,3.0,0,0.05600869608393991,Low,High,Low Risk - High Value,Thank-you benefits
6729-GDNGC,Female,1,20,Month-to-month,80.7,1614.2,,1.0,0.0,0.0,0,12-24,1,1.0,1,0.5444011182781792,Medium,High,Medium Risk - High Value,Loyalty reward
6198-ZFIOJ,Female,0,5,Month-to-month,75.6,402.5,,0.0,0.0,0.0,0,0-6,1,0.0,1,0.6722608929727635,High,High,High Risk - High Value,Personal call + customized discount
5989-OMNJE,Female,0,24,One year,57.6,1367.75,,1.0,1.0,0.0,0,12-24,0,2.0,0,0.061714814500737326,Low,Low,Low Risk - Low Value,No immediate action
4566-QVRRW,Female,0,11,Month-to-month,44.05,483.7,,0.0,0.0,0.0,1,6-12,0,0.0,1,0.31266513178945027,Medium,Low,Medium Risk - Low Value,
1291-CUOCY,Male,0,72,Two year,110.6,7962.2,,1.0,0.0,1.0,0,,1,2.0,0,0.05867113449586433,Low,High,Low Risk - High Value,Thank-you benefits
9795-SHUHB,Female,0,66,Two year,58.2,3810.8,,0.0,1.0,1.0,0,,0,2.0,0,0.01917455131091922,Low,Low,Low Risk - Low Value,No immediate action
3230-IUALN,Female,0,45,Two year,81.0,3533.6,,1.0,1.0,1.0,0,24+,1,3.0,0,0.10886191632910913,Low,High,Low Risk - High Value,Thank-you benefits
0042-RLHYP,Female,0,69,Two year,19.7,1396.9,0.0,,,,0,,0,0.0,0,0.021723613998666087,Low,Low,Low Risk - Low Value,No immediate action
8519-IMDHU,Male,1,15,Month-to-month,85.6,1345.55,,0.0,0.0,0.0,1,12-24,1,0.0,1,0.6057667498180974,High,High,High Risk - High Value,Personal call + customized discount
4945-RVMTE,Female,0,28,Month-to-month,59.55,1646.45,,1.0,0.0,0.0,0,24+,0,1.0,1,0.200076038163031,Low,Low,Low Risk - Low Value,No immediate action
0201-OAMXR,Female,0,70,One year,115.55,8127.6,,1.0,1.0,1.0,1,,1,3.0,0,0.05600869608393991,Low,High,Low Risk - High Value,Thank-you benefits
1866-NXPSP,Female,0,36,One year,75.55,2680.15,,0.0,1.0,1.0,0,24+,1,2.0,0,0.14989945321255949,Low,High,Low Risk - High Value,Thank-you benefits
3372-KWFBM,Male,1,16,Month-to-month,86.6,1281.0,,1.0,0.0,0.0,1,12-24,1,1.0,1,0.5728831363837719,Medium,High,Medium Risk - High Value,Loyalty reward
7831-QGOXH,Female,0,18,Month-to-month,85.2,1553.9,,1.0,0.0,0.0,1,12-24,1,1.0,1,0.5586904030824995,Medium,High,Medium Risk - High Value,Loyalty reward
6393-WRYZE,Female,0,34,Month-to-month,97.65,3207.55,,1.0,0.0,0.0,1,24+,1,1.0,1,0.443652048498701,Medium,High,Medium Risk - High Value,Loyalty reward
3941-XTSKM,Male,0,42,One year,45.1,2049.05,,0.0,0.0,0.0,0,24+,0,0.0,0,0.04620211375766487,Low,Low,Low Risk - Low Value,No immediate action
1661-CZBAU,Male,0,48,One year,70.95,3629.2,,0.0,1.0,1.0,0,24+,1,2.0,0,0.11085458610574699,Low,High,Low Risk - High Value,Thank-you benefits
6599-RCLCJ,Male,0,47,Month-to-month,109.55,5124.55,,1.0,0.0,1.0,1,24+,1,2.0,1,0.329834623168496,Medium,High,Medium Risk - High Value,Loyalty reward
9831-BPFRI,Female,0,39,One year,89.55,3474.45,,0.0,0.0,1.0,1,24+,1,1.0,0,0.15251473668791024,Low,High,Low Risk - High Value,Thank-you benefits
5158-RIVOP,Female,0,11,Two year,20.9,202.3,0.0,,,,0,6-12,0,0.0,0,0.10603384486044405,Low,Low,Low Risk - Low Value,No immediate action
9788-YTFGE,Male,0,7,Month-to-month,19.95,147.5,0.0,,,,0,6-12,0,0.0,1,0.33801820039754427,Medium,Low,Medium Risk - Low Value,
9277-JOOMO,Female,0,3,Month-to-month,24.6,86.35,0.0,,,,0,0-6,0,0.0,1,0.36433734752185404,Medium,Low,Medium Risk - Low Value,
1907-YLNYW,Male,0,8,Month-to-month,66.7,579.0,,0.0,1.0,0.0,0,6-12,0,1.0,1,0.30830266413805163,Medium,Low,Medium Risk - Low Value,
1725-MIMXW,Male,0,1,Month-to-month,19.45,19.45,0.0,,,,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
8947-YRTDV,Male,0,32,One year,94.8,3131.55,,0.0,1.0,0.0,0,24+,1,1.0,0,0.18052438349142957,Low,High,Low Risk - High Value,Thank-you benefits
3161-ONRWK,Male,0,60,One year,65.85,3928.3,,0.0,1.0,1.0,0,24+,0,2.0,0,0.02272095143188209,Low,Low,Low Risk - Low Value,No immediate action
0114-RSRRW,Female,0,10,Month-to-month,19.95,187.75,0.0,,,,0,6-12,0,0.0,1,0.3189065901208593,Medium,Low,Medium Risk - Low Value,
4565-NLZBV,Female,0,71,Two year,24.65,1710.15,0.0,,,,0,,0,0.0,0,0.02052913028358305,Low,Low,Low Risk - Low Value,No immediate action
0031-PVLZI,Female,0,4,Month-to-month,20.35,76.35,0.0,,,,1,0-6,0,0.0,1,0.3576736754169115,Medium,Low,Medium Risk - Low Value,
7206-GZCDC,Female,1,1,Month-to-month,69.25,69.25,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
6682-VCIXC,Female,0,43,One year,51.25,2151.6,,1.0,1.0,1.0,0,24+,0,3.0,0,0.03300815110517424,Low,Low,Low Risk - Low Value,No immediate action
4791-QRGMF,Male,0,59,One year,99.5,5961.1,,1.0,0.0,0.0,1,24+,1,1.0,0,0.09172394345731634,Low,High,Low Risk - High Value,Thank-you benefits
6475-VHUIZ,Female,0,23,Month-to-month,54.25,1221.55,,0.0,0.0,1.0,0,12-24,0,1.0,1,0.22419569074808357,Low,Low,Low Risk - Low Value,No immediate action
3910-MRQOY,Female,0,72,Two year,19.4,1496.45,0.0,,,,0,,0,0.0,0,0.019956241626521848,Low,Low,Low Risk - Low Value,No immediate action
0661-WCQNQ,Male,0,22,One year,56.25,1292.2,,0.0,1.0,1.0,0,12-24,0,2.0,0,0.06514629230891912,Low,Low,Low Risk - Low Value,No immediate action
7537-RBWEA,Female,0,1,Month-to-month,25.15,25.15,,0.0,0.0,0.0,0,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
4656-CAURT,Male,0,69,Two year,23.95,1713.1,0.0,,,,0,,0,0.0,0,0.021723613998666087,Low,Low,Low Risk - Low Value,No immediate action
0121-SNYRK,Male,0,50,One year,35.4,1748.9,,0.0,1.0,1.0,0,24+,0,2.0,0,0.030101733682766807,Low,Low,Low Risk - Low Value,No immediate action
1768-ZAIFU,Female,1,1,Month-to-month,25.2,25.2,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
4671-LXRDQ,Male,0,2,Month-to-month,45.0,96.45,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.3710534509607385,Medium,Low,Medium Risk - Low Value,
3733-LSYCE,Female,0,15,Month-to-month,75.35,1114.55,,0.0,0.0,0.0,0,12-24,1,0.0,1,0.6057667498180974,High,High,High Risk - High Value,Personal call + customized discount
6265-FRMTQ,Male,0,31,Two year,20.4,609.1,0.0,,,,0,24+,0,0.0,0,0.06240560972626053,Low,Low,Low Risk - Low Value,No immediate action
1934-SJVJK,Male,0,1,Month-to-month,20.15,20.15,0.0,,,,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
3838-OZURD,Male,0,66,Month-to-month,105.0,7133.25,,1.0,0.0,0.0,1,,1,1.0,1,0.2403507275060007,Low,High,Low Risk - High Value,Thank-you benefits
1371-DWPAZ,Female,0,0,Two year,56.05,0.0,,1.0,1.0,1.0,0,,0,3.0,0,0.10571598869090255,Low,Low,Low Risk - Low Value,No immediate action
9269-CQOOL,Male,0,3,Month-to-month,54.7,169.45,,1.0,0.0,0.0,1,0-6,0,1.0,1,0.33992502754057796,Medium,Low,Medium Risk - Low Value,
2017-CCBLH,Female,0,8,Two year,20.0,141.6,0.0,,,,0,6-12,0,0.0,0,0.11453355964762069,Low,Low,Low Risk - Low Value,No immediate action
7690-KPNCU,Male,0,64,One year,73.05,4688.65,,1.0,1.0,0.0,0,,1,2.0,0,0.07281415644583732,Low,High,Low Risk - High Value,Thank-you benefits
0536-BGFMZ,Female,0,28,Month-to-month,20.5,563.05,0.0,,,,0,24+,0,0.0,1,0.217758198158988,Low,Low,Low Risk - Low Value,No immediate action
2293-IJWPS,Female,0,57,One year,100.75,5985.0,,1.0,0.0,0.0,0,24+,1,1.0,0,0.09665211551079704,Low,High,Low Risk - High Value,Thank-you benefits
2845-HSJCY,Female,0,14,Month-to-month,87.25,1258.6,,0.0,0.0,0.0,1,12-24,1,0.0,1,0.6126440130856198,High,High,High Risk - High Value,Personal call + customized discount
5469-NUJUR,Male,0,19,Two year,19.95,373.5,0.0,,,,0,12-24,0,0.0,0,0.08603715707584006,Low,Low,Low Risk - Low Value,No immediate action
1184-PJVDB,Male,0,10,Month-to-month,79.95,857.2,,1.0,0.0,0.0,1,6-12,1,1.0,1,0.6146615824612685,High,High,High Risk - High Value,Personal call + customized discount
2625-TRCZQ,Female,0,51,Month-to-month,49.65,2553.35,,1.0,0.0,0.0,0,24+,0,1.0,1,0.11402866069390069,Low,Low,Low Risk - Low Value,No immediate action
4102-HLENU,Female,0,67,Two year,65.65,4322.85,,0.0,1.0,0.0,0,,0,1.0,0,0.020700946384617006,Low,Low,Low Risk - Low Value,No immediate action
7266-GSSJX,Male,0,11,Month-to-month,20.45,250.8,0.0,,,,0,6-12,0,0.0,1,0.31266513178945027,Medium,Low,Medium Risk - Low Value,
7722-VJRQD,Male,0,72,Two year,60.95,4549.05,,1.0,1.0,1.0,0,,0,3.0,0,0.014554739199404993,Low,Low,Low Risk - Low Value,No immediate action
7073-QETQY,Male,0,66,One year,20.35,1359.5,0.0,,,,0,,0,0.0,0,0.02364373294608092,Low,Low,Low Risk - Low Value,No immediate action
9415-DPEWS,Female,0,18,Month-to-month,88.35,1639.3,,1.0,0.0,1.0,1,12-24,1,2.0,1,0.532157616086828,Medium,High,Medium Risk - High Value,Loyalty reward
5624-RYAMH,Female,0,9,Month-to-month,19.5,178.85,0.0,,,,0,6-12,0,0.0,1,0.3252136899146767,Medium,Low,Medium Risk - Low Value,
0196-JTUQI,Female,0,9,Month-to-month,75.2,633.85,,0.0,0.0,0.0,0,6-12,1,0.0,1,0.6463144882369649,High,High,High Risk - High Value,Personal call + customized discount
7130-YXBRO,Male,0,48,Month-to-month,111.45,5315.1,,1.0,1.0,0.0,0,24+,1,2.0,1,0.3234808671928843,Medium,High,Medium Risk - High Value,Loyalty reward
9272-LSVYH,Male,0,10,Month-to-month,70.15,735.5,,0.0,0.0,0.0,0,6-12,0,0.0,1,0.3189065901208593,Medium,Low,Medium Risk - Low Value,
